Title,Floor,Rooms,Living Space,Images,Country,Locality,PostalCode,Region,Street,Latitude,Longitude,Distance Public Transport,hasGarage,Is Minergie General,Is New Building,Extra cost,Gross cost,Net cost,Purchase cost,Description,Url
3-Zimmer-Wohnung zu vermieten in Zürich Wollishofen,1,3,69,"https://media2.homegate.ch/listings/z139/3002287143/image/fecb63994afdcc289afb81c5ba388b60.jpg, https://media2.homegate.ch/listings/z139/3002287143/image/5df71a292d456de878aef690a3bef3c9.jpg, https://media2.homegate.ch/listings/z139/3002287143/image/e491310bdff06fc20f56d8d371f6b9d5.jpg, https://media2.homegate.ch/listings/z139/3002287143/image/6cb56d2965a871d4985b5e26cf6e7cbb.jpg, https://media2.homegate.ch/listings/z139/3002287143/image/2707569a7b4519d04004bdb10d415207.jpg, https://media2.homegate.ch/listings/z139/3002287143/image/ec577bad0d8dc231cfcc043d28e4abc9.jpg, https://media2.homegate.ch/listings/z139/3002287143/image/275c0555f832273b087a79c5d96e3d2e.jpg, https://media2.homegate.ch/listings/z139/3002287143/image/e8b917e9e1177e2ee770b34050c8edf3.jpg, https://media2.homegate.ch/listings/z139/3002287143/image/9cf075b49abcaac1126ac6a95f83c9f6.jpg, https://media2.homegate.ch/listings/z139/3002287143/image/887b40548b40aaae54e101374d87e009.jpg, https://media2.homegate.ch/listings/z139/3002287143/image/59cc49429698232908e29e627484fc4b.jpg",CH,Zürich,8038,ZH,Butzenstrasse 40,47.3401962813236,8.530910651736413,,,,,295,2370,2075,,"Die Liegenschaft befindet sich zurückversetzt von der Butzanstrasse an ruhiger Lage. In unmittelbarer Nähe der Busstation Verenastrasse der Buslinie 70.1. OG mit BalkonParkettböden in allen Zimmern, Wandschränke.",https://www.homegate.ch/mieten/3002287143
Grosszügige Wohnung in Zürich Wollishofen,1,2.5,60,"https://media2.homegate.ch/listings/pvz/3002289929/image/79ad0cb0c4f6df005f3c45653d2d6aea.jpg, https://media2.homegate.ch/listings/pvz/3002289929/image/ec3ad2761568df6a501440dba3fe83fe.jpg, https://media2.homegate.ch/listings/pvz/3002289929/image/35f156e6eeead7d1830ead9a7040e353.jpg, https://media2.homegate.ch/listings/pvz/3002289929/image/ae6da83220be411d609f4a0fa883c1ae.jpg, https://media2.homegate.ch/listings/pvz/3002289929/image/512e4764c21f5f297ff6f1762d045398.jpg",CH,Zürich,8038,,David-Hess-Weg 24,47.3336439,8.5309969,,,,,197,2015,1818,,Per 1. April 2023 oder nach Vereinbarung vermieten wir in Zürich - Wollishofen eine grosszügige 2.5-Zimmerwohnung. Ganze Wohnung mit ParkettbodenAbgeschlossene Küche mit Glaskeramik und GeschirrspülerBad / WCBalkonKorridor mit EinbauschränkenKellerabteilEinkaufsmöglichkeiten und öffentliche Verkehrsmittel in unmittelbarer NäheHaben wir Ihr Interesse geweckt? Dann melden Sie sich über das Kontaktformular.,https://www.homegate.ch/mieten/3002289929
Moderne 2-Zimmerwohnung an ruhiger Lage,0,2,54,"https://media2.homegate.ch/listings/vga8/3002230620/image/1757429282a40efde03db4e3b1538b4f.jpg, https://media2.homegate.ch/listings/vga8/3002230620/image/da37ab210b708a1037d3e58968960386.jpg, https://media2.homegate.ch/listings/vga8/3002230620/image/4bf9860b830150c7ca765772c7f7aff2.jpg, https://media2.homegate.ch/listings/vga8/3002230620/image/789ad69bc133cdfb165e0aaf1fec63af.jpg, https://media2.homegate.ch/listings/vga8/3002230620/image/9f85c219f16e593d546177e19ab4c9b0.jpg, https://media2.homegate.ch/listings/vga8/3002230620/image/b2f7c21f37c3b6b371b5fe3f97b5b04e.png",CH,Zürich,8038,ZH,David Hess Weg 17,47.3338958,8.5319146,250,,,,180,1730,1550,,"In einem ruhigen Quartier in Wollishofen vermieten wir per 1. April 2023 diese tolle 2-Zimmerwohnung (mit Balkon) mit folgender Ausstattung:- moderne Küche mit Geschirrspüler und Glaskeramikherd- helles Badezimmer mit Einbauschränken- Küche und Bad sind mit Platten ausgestattet- praktische Einbauschränke im Eingangsbereich- KellerabteilBitte beachten Sie, dass die Liegenschaft keinen Lift hat.Bei den Bildern handelt es sich um Referenzbilder, welche vom effektiven Ausbaustandard abweichen können.Haben wir Ihr Interesse geweckt? Dann melden Sie sich bei uns via Kontaktformular für einen Besichtigungstermin.",https://www.homegate.ch/mieten/3002230620
APPARTEMENTHOUSE GUEST ODER  STAFF O. PERSONALUNTERKUNFT,,20,420,"https://media2.homegate.ch/listings/hgonif/3002254615/image/71cf688a7e8d433c3648a4acc0d8b425.jpg, https://media2.homegate.ch/listings/hgonif/3002254615/image/080059b39405051687fd7c90d10158b9.jpg, https://media2.homegate.ch/listings/hgonif/3002254615/image/980e1249e66c9492b05757edd8fb98b3.jpg, https://media2.homegate.ch/listings/hgonif/3002254615/image/cb1125cc55ef96f48c79983722510ba7.jpg, https://media2.homegate.ch/listings/hgonif/3002254615/image/11ba61e60108567629f8b231c58b1b01.jpg",CH,Zürich,8037,ZH,Zschokkestrasse 9,47.39548079999999,8.5252591,,,,,,,,,APPARTEMENTHOUSE STYL QUARTIER LATIN ALS GUEST O. STAFFHOUSE. RIESIEGE NACHFRAGE WER HAT UNBEDINGTEN BEDARF UND KNOW HOW DIESE EINMALIGE RENDITELIEGENSCHAFT IN DIE GÄNGE ZU BRINGEN. EV. AUCH ALS ODESSAHOUSE BEDARF UND KAPITALNACHWEIS SIND FÜR DIE VERHANDLUNGEN BEIZUBRINGEN. 10 EZ 10 DZ plus Roofreception. Der/DIE Richtigen am Richtigen Ort.EV VERKAUF 6. 8 MIO. VERH. PREIS,https://www.homegate.ch/mieten/3002254615
"Sonnige, ruhige und zentrale Lage am Zürichberg / inkl. Garage / 2 Balkone",1,3.5,108,"https://media2.homegate.ch/listings/z225/3002230415/image/5fadd8d97f369b77fd42b88bd9e6cc3c.jpg, https://media2.homegate.ch/listings/z225/3002230415/image/d2c99957a7ffaed1feaafe8700909c0e.jpg, https://media2.homegate.ch/listings/z225/3002230415/image/5d0c9f35228d2b891e550e95ebea83e1.jpg, https://media2.homegate.ch/listings/z225/3002230415/image/b5f6d9a0ad522fbd5885b375d184baf4.jpg, https://media2.homegate.ch/listings/z225/3002230415/image/aceedfe10da2f13d6b3e4a087f053f3a.jpg, https://media2.homegate.ch/listings/z225/3002230415/image/f5b57a018db638725445ce041e44f196.jpg, https://media2.homegate.ch/listings/z225/3002230415/image/ca36d1673c15f8fc6145727654e2da91.jpg, https://media2.homegate.ch/listings/z225/3002230415/image/a697991e430bc73b77a2b51bf16c6462.jpg, https://media2.homegate.ch/listings/z225/3002230415/image/bb07dee158d3ffec75e87fbe5645fdcb.jpg, https://media2.homegate.ch/listings/z225/3002230415/image/db4ffe84d64846d658101888687c4d43.jpg, https://media2.homegate.ch/listings/z225/3002230415/image/ecb910bb3d0b2aa7d91b802bc5d57554.jpg, https://media2.homegate.ch/listings/z225/3002230415/image/d915e0644c6c5683619b69155c6d9675.jpg, https://media2.homegate.ch/listings/z225/3002230415/document/08a574f9f55e7617a1a9f6d0d69a02b6.pdf",CH,Zürich,8032,ZH,Sennhauserweg 11,47.370396,8.5602806,,True,True,,320,3770,3450,,"Grosszügige Wohnung 1. OG mit Fernsicht.Sie ist per ca. 16.01.2023 bezugsbereit.Besichtigungstermin wird per Mail bekannt gegeben.Umgebung5 Gehminuten zum Coop und Tramstation am Römerhof10 Gehminuten zur Tramstation Hottingerplatz / Apotheke / Post / SparIn wenigen Minuten im GrünenGleich daneben befindet sich der schöne Wolfbachtobelweg. Oder man fährt mit der Dolderbahn ab Römerhof hoch und geniesst u.a. den Wald / Bike Trail / Golf / Kunsteisbahn / Dolder Bad Offene Küche mit Induktionskochfeld, Geschirrspüler, Kühlschrank mit Tiefkühler, Multidampfgarer, Granitabdeckung und vielen EinbauschränkenGrosszügiges Entrée mit Einbauschrank und GarderobeWohn- und Esszimmer sowie Bad und Korridor mit KeramikplattenBad mit Badewanne, separater Dusche und DoppellavaboEigene V-Zug Waschmaschine und Tumbler im BadSeparates WC mit KeramikplattenZimmer mit Parkettböden1 Zimmer mit Einbauschrank und Zugang zu BalkonFussbodenheizung (Erdsonde)Balkon gegen Südwest, zugänglich vom Wohnzimmer und 1 ZimmerPutzbalkon gegen NordostMinergie StandardEstrich- und KellerabteilEinzelgarageHunde sind nicht erlaubtKein LiftDie Wohnung wird nur zusammen mit der Einzelgarage vermietet. Diese ist im Mietzins bereits inbegriffen.",https://www.homegate.ch/mieten/3002230415
Neu erstellte 2.5 Zimmer Maisonette Wohnung mit eigener Dachterrasse an zentraler Lage,4,2.5,75,"https://media2.homegate.ch/listings/seix/3002290169/image/f7cd53a9c99194f20e13f007d1f4aeb2.jpg, https://media2.homegate.ch/listings/seix/3002290169/image/98beb8d84d94e88ea78dfadc75acee28.jpg, https://media2.homegate.ch/listings/seix/3002290169/image/008eabf07ebbe67529bb54f252ea770a.jpg, https://media2.homegate.ch/listings/seix/3002290169/image/2325ae2c9ef3701224cf48e0cea5afe2.jpg, https://media2.homegate.ch/listings/seix/3002290169/image/d98dbfa0a6de3b027ba014110c6c9813.jpg, https://media2.homegate.ch/listings/seix/3002290169/document/88285c954bb8ef8d923057c6a720376c.pdf",CH,Zürich,8032,ZH,Eidmattstrasse 14,47.3641589,8.557475,,,,,3420,3720,300,,"Wohnen mitten in ZürichWir vermieten per 1. Februar 2023 diese neu erstellte 2.5 Zimmer Maisonette Wohnung.Diese Dachwohnung wurde im rahmen einer Aufstockung des Gebäudes, neu erstellt. Die 2.5 Zimmer Maisonette - Wohnung verteilt sich auf zwei Stockwerke und verfügt über eine 42 qm grosse Dach-Terrasse.Für die Vereinbarung eines Besichtigungstermin bitten wir Sie, das Kontaktformular auszufüllen. Wir werden, sobald die Bauarbeiten es zulassen, die Besichtigungen in der Liegenschaft anbieten. Die Wohnungen verfügen über folgende Highlights:42 qm grosse TerrasseGrosszügige Wohnflächen 69 m2Helle Wohn- und Schlafzimmer mit Eichen-ParkettAusstattung Bad: Feinsteinzeugplatten, Dusche und WCAusstattung Küche: V-Zug Kombisteamer, V-Zug Induktionskochfeld, V-Zug Geschirrspüler, Boden Feinsteinzeugplatten, Arbeitsflächen aus Quarz-KunststeinEigene Waschmaschine und Tumbler in der WohnungEinbauschränke in einigen Wohnungen sorgen für zusätzlichen StauraumKellerabteil im UGErreichbarkeiten:Die Liegenschaft befindet sich an erstklassiger Lage in Zürich. Der Bahnhof Stadelhofen ist mit den öffentlichen Verkehrsmitteln in 5 Minuten erreichbar. In lediglich 4 Fahrradminuten gelangen Sie zum See. In unmittelbarer Nähe gibt es zahlreiche Einkaufsmöglichkeiten wie Coop und Migros, diverse Restaurants, Cafés und Bars. Freizeitaktivitäten wie, der botanische Garten, Zürichsee oder die Altstadt können innert wenigen Minuten erreicht werden. Überzeugen Sie sich selbst von diesen Wohnungen an zentraler Lage und vereinbaren Sie einen Besichtigungstermin mit uns. Wir freuen uns über Ihre Kontaktaufnahme! Seitzmeir Immobilien AG: Wir hinterlassen Spuren seit 1917.",https://www.homegate.ch/mieten/3002290169
Helles WG-Zimmer im Zentrum von Wollishofen,2,1,25,"https://media2.homegate.ch/listings/z284/3002269079/image/d4ae238371cf1475ee68403cac2f94bb.jpg, https://media2.homegate.ch/listings/z284/3002269079/image/2adb69c3a9a5908c41277596761ae7ba.jpg, https://media2.homegate.ch/listings/z284/3002269079/image/8e9c3fec5deed7288475b858746eca80.jpg, https://media2.homegate.ch/listings/z284/3002269079/image/2ee7b40f63f873e4420f657b54ee2bbe.jpg, https://media2.homegate.ch/listings/z284/3002269079/image/5f57d69757c3c3aa32b2766e15fe192e.jpg, https://media2.homegate.ch/listings/z284/3002269079/image/76f405e1e64a2d69353be12a9d174bd7.jpg, https://media2.homegate.ch/listings/z284/3002269079/image/354b3f2c7977c4983d68b2fa0f08bdfc.jpg, https://media2.homegate.ch/listings/z284/3002269079/image/0e0130ac0f37599df6f5c583ece72d1e.jpg, https://media2.homegate.ch/listings/z284/3002269079/image/f25e20eddfe3aa6866ab09e90d6839d7.jpg, https://media2.homegate.ch/listings/z284/3002269079/image/31c8a402540fd957fb3f3cfce1d60d8e.jpg",CH,Zürich,8038,ZH,Owenweg 11,47.3381586,8.5292266,,,,,,1130,,,"Die grosszügige und mit viel Geschmack eingerichtete 7-Zimmerwohnung im 2. OG bietet sich an als ideale Wohnmöglichkeit für junge und beschäftigte Leute in Zürich. Nicht nur wurde das ca. 11 qm grosse Zimmer möbliert, vielmehr wurde die Wohnung mit allen wichtigen Services ausgestattet:Reinigungsservice für Küche und BadInternetStrom + WasserDabei teilen sich die Mitbewohner zwei geräumige Küchen mit Essplatz und Balkon sowie drei helle Badezimmer. Alle Räumlichkeiten sind neuwertig und in gutem Zustand. Eine eigene Waschküche mit Waschmaschine und Tumbler runden den Komfort in der Wohnung ideal ab.Für mehr Informationen:https://roomestate.com/de/room/22-5---------------------------------------This cosy and stylishly furnished 7 bedroom apartment on floor 2 offers an ideally residence for young and busy people in Zürich and nearby. Not only is the room in the shared apartment fully furnished, furthermore the flat is offering services such as:Cleaning service for kitchen and bathroomInternetWater + UtilitiesBoth kitchens including a dining area and a balcony on the one hand and the modern bathroom with separate toilet on the other hand are shared with 3 other people. The flat is pretty modern and is in good condition.For more information:https://roomestate.com/en/room/22-5UmgebungDie Wohnung am Owenweg 11 liegt im Zentrum des Zürcher Stadtteils Wollishofen. Die unvergleichbare Lage bietet mit dem Tram Nr. 7 eine direkte Verbindung an den Hauptbahnhof sowie zum Bahnhof Stettbach. Zudem können mit diversen Busverbindungen sowie dem naheliegenden Bahnhof Wollishofen weitere Destinationen in und rund um Zürich bequem mit dem ÖV erreicht werden.Diverse kleine Geschäfte sowie ein grosses Coop-Zentrum gleich nebenan ermöglichen täglich schnell und bequem in der Nähe einzukaufen. Im Sommer lädt der naheliegende See zu einem erfrischenden Bad ein oder bietet auch einfach die Möglichkeit am “Cassiopeia-Steg” Sonne zu tanken und den Alltagsstress zu vergessen.-----------------------------------------Wir sindRoom Estate ist ein Anbieter von möblierten Zimmern mit Service in mehreren Schweizer Städten. Unsere Mieter reichen von jungen Arbeitstätigen über Praktikanten bis hin zu Studenten.--------------------------Room Estate is a professional provider of furnished and serviced rooms in several Swiss cities such as Zurich. Our tenants come from different professionals or educational environments.Wir suchenWir suchen junge Arbeitstätige, Praktikanten sowie Studenten, die es schätzen neue Leute kennenzulernen und bequem und komfortabel zu wohnen.--------------------------------------We are searching for young professionals, internees or students searching for a convenient and comfortable place to stay where you can meet new like-minded people.",https://www.homegate.ch/mieten/3002269079
Frisch sanierte 1-Zimmer-Wohnung im Kreis 7,-1,1,20,"https://media2.homegate.ch/listings/x130soft/3002254187/image/51b0b8a09896acfde52c56640394a11c.jpg, https://media2.homegate.ch/listings/x130soft/3002254187/image/692cacb47b0eadc37d3aa49977f52df2.jpg, https://media2.homegate.ch/listings/x130soft/3002254187/image/97584b22fefdc476bf1802be7287c1d8.jpg, https://media2.homegate.ch/listings/x130soft/3002254187/image/1d3565e50112f8fc565d294feda9261b.jpg, https://media2.homegate.ch/listings/x130soft/3002254187/image/6139d0644a6bb5dc63c293abb97d0174.jpg",CH,Zürich,8032,ZH,Asylstrasse 88,47.3665337,8.5615009,,,,,150,1500,1350,,Frisch sanierte 1-Zimmer-Wohnung im Kreis 7Wir vermieten per 16. Dezember 2022 oder nach Vereinbarung diese frisch sanierte 1-Zimmer-Wohnung im Untergeschoss an der Asylstrasse 88 in Zürich. Für einen unverbindlichen Besichtigungstermin oder ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung.,https://www.homegate.ch/mieten/3002254187
Studios Nähe Universität beim Klusplatz,,1,22,"https://media2.homegate.ch/listings/x551/3001034637/image/d0bbd17d065bcb0e8a8ea2d727441d33.jpg, https://media2.homegate.ch/listings/x551/3001034637/image/b37ae29f656e1a203ed689cfc34972cc.jpg, https://media2.homegate.ch/listings/x551/3001034637/image/1f2f98a33d0dd5392630c69fc144ad60.jpg",CH,Zürich,8032,ZH,Asylstrasse 125,47.3652874,8.5649508,100,,,,,2200,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001034637
Moderne 1 Zimmer-Singlewohnung,2,1,23,"https://media2.homegate.ch/listings/tek/3002289747/image/fef5e680b8de9bacbe16b032ffd46d65.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/e5520b7e0cf6c0698dba2656a5bf9987.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/5073acc905226b46a84f73f4722d50d5.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/35898bf3254eeaf46f63fc78ed164b14.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/6cf10dbbd122b34867c153f67e347335.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/de5eb8c3f2fc7819f42e6eb5bb1280b6.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/827c1df3bf9b50e8c00d3a113801d91d.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/6dfe76e3f1305fad963f5fa2f1246e25.jpg",CH,Zürich,8032,ZH,Englischviertelstrasse 52,47.3660311,8.558133699999999,,,,,84,1384,1300,,"Die Wohnung verfügt über ein neues, modernes Badezimmer mit Badewanne und Plattenboden, sowie eine Kochnische mit einem 2-Platten-Glaskeramik-Kochfeld, Kühlschrank und einem Mikrowellengerät. Das Wohnzimmer ist mit einem Parkettboden ausgelegt. Ebenfalls zur Wohnung gehört ein Balkon.Die Liegenschaft liegt an sehr ruhiger, zentraler Wohnlage zwischen Kreuzplatz und Römerhof. Zur Zeit sind die Sanierungsabreiten noch in vollem Gange.Haben wir Ihr Interesse geweckt, dann melden Sie sich noch heute für einen Besichtigungstermin via Kontaktformular im Homegate an.",https://www.homegate.ch/mieten/3002289747
Exklusives Wohnen im Herzen der Stadt,0,2.5,109,"https://media2.homegate.ch/listings/z409casa/3002272371/image/f2fb2b691f951c3d02bb7c9001fc7ba6.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/d86cb670dee4fa77acec5ef216e1b015.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/2e21ecde467dd879c244ca04841ac0d8.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/9f3f1f29a18f6c0d6fff4b48c46c64a2.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/f7c888b687a5446651859416cb19dc11.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/0cdfadcceeb4ab8ce54c4c070d5dad4d.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/2619240cf204e191ea6c64436cdaeb7e.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/1971109c70258a2bdb19d6e7df256cf0.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/9b0fe27d520320bcce85ce67c0dd3318.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/56f937351f9102a9107078b04d914c46.png",CH,Zürich,8008,ZH,Zollikerstrasse 203e,47.351327,8.56385,,True,,,700,8800,8100,,"Diese exklusive Wohnung bietet ein einmaliges Wohnerlebnis in sicherer und privater Umgebung. Die Smart-Wohnung ist mit moderner Technik ausgestattet. Werden Sie hier Mieter und geniessen Sie Ihre ruhige Oase inmitten der Stadt, nur wenige Gehminuten vom See entfernt! Kommen Sie vorbei und überzeugen Sie sich selbst. Dieses properti-Angebot zeichnet sich durch folgende Vorteile aus: Äusserste Sicherheit in privater UmgebungRuhige und zudem sehr zentrale LageMit moderner Technik ausgestattete Smart-WohnungTerrasse und GartenblickSeenäheInteressiert? Kontaktieren Sie uns für ein unverbindliches Gespräch!Selber eine Immobilie zu vermarkten? Wir überzeugen mit fairen und transparenten Konditionen!",https://www.homegate.ch/mieten/3002272371
WUNDERSCHÖNE AUSSICHT AUF DEN ZÜRICHSEE,,3.5,110,"https://media2.homegate.ch/listings/x379/3002225437/image/7d159aac561f1a959449278233dd4d4d.jpg, https://media2.homegate.ch/listings/x379/3002225437/image/f707dfa050f88e47eae62676a7c955c1.jpg, https://media2.homegate.ch/listings/x379/3002225437/image/69ea10fdeca2b742dfbc12ce24ab0986.jpg, https://media2.homegate.ch/listings/x379/3002225437/image/6db1c543f6986660c29add552a1a0853.jpg, https://media2.homegate.ch/listings/x379/3002225437/image/44c701b09b1d9c729b60209c9db1b682.jpg, https://media2.homegate.ch/listings/x379/3002225437/image/2dc73466aa46462831afd0af65a2441e.jpg",CH,Zürich,8008,,,47.359081,8.5529168,,,,,,5900,5900,,"Diese herrliche Wohnung bietet eine traumhafte Lebensqualität über den Dächern im Zentrum von Zürich. Mit 2 Nasszellen mit Waschmaschine und Tumbler sowie moderner Küche und stilvollen Möbeln, sind sicherlich alle Bedürfnisse erfüllt. Die Wohnung ist nach Absprache per sofort bis 30.11.2023 befristet mietbar. Falls erwünscht, wäre nach Absprache auch eine Verlängerung möglich.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:-Seesicht-zentral und doch ruhige Lage in Zürich-luxuruiöse Ausstattung-Aussicht über den Dächern von Zürich-moderne Küche-stilvolle Möbel-und, und, und...Interessiert? Kontaktieren Sie uns für eine unverbindliche Besichtigung!Nichts Passendes gefunden? Über 2'300 weitere Angebote unter: www.betterhomes.ch - der Immobilienfairmittler®Selber eine Immobilie zu vermarkten?Profitieren Sie von unserem Know-how: https://www.betterhomes.ch/de/profitierenSie möchten eine Immobilie schätzen lassen?Erfahren Sie jetzt ihren Wert über unsere Gratis-Schätzung, sofort und unverbindlich!https://www.betterhomes.ch/de/knowledge/estimationMehr DetailsLage: zentrale Lage in der Nähe des Openhaus ZürichZustand: sehr gut mit moderner Küche und stolvollen MöbelnBäder / Nasszellen: 2 (1 x WC / Lavabo / Dusche / Badewanne, 1 x WC / Lavabo / Dusche)Öffentliche Verkehrsmittel: Tram / Bus, 100m / Zug, 200mSchulen: Kindergarten, 200m / Gymnasium, 300mGeschäfte: Coop / Migros / diverse Einkaufsmöglicheiten, in umittelbarer Nähe",https://www.homegate.ch/mieten/3002225437
Wohnen im schönen und angesagten Seefeld-Quartier,2,4,88,"https://media2.homegate.ch/listings/liv2/3002286785/image/425e677b23e94a7ffbe4806b03ef8a8d.jpg, https://media2.homegate.ch/listings/liv2/3002286785/image/6d51e2b9cc8b42cde96ce8e28200826c.jpg, https://media2.homegate.ch/listings/liv2/3002286785/image/6ae571386af38f19a4562979218ed2d6.jpg, https://media2.homegate.ch/listings/liv2/3002286785/image/b75504d10d2d6eb0cef076d88a8b530a.jpg, https://media2.homegate.ch/listings/liv2/3002286785/image/3edc19c08ca1a82d329f204dee255377.jpg, https://media2.homegate.ch/listings/liv2/3002286785/image/bb929ae394961db719ee8cc2d0db8b0e.jpg, https://media2.homegate.ch/listings/liv2/3002286785/image/a0696a8ec70f09211b4518fbdb9a9093.jpg, https://media2.homegate.ch/listings/liv2/3002286785/image/01fcc15de1f0d172665c0167fcdfe79a.jpg, https://media2.homegate.ch/listings/liv2/3002286785/image/f6e3438c3a88e34e36163ee2ec8f29ec.jpg, https://media2.homegate.ch/listings/liv2/3002286785/image/f23c94a27178b6251022b24cacd8b336.jpg, https://media2.homegate.ch/listings/liv2/3002286785/image/19803e394a20d20c48d8b81c99b24d9d.jpg",CH,Zürich,8008,ZH,Hambergersteig 2,47.3508487,8.561660900000001,500,,,,410,2710,2300,,"Diese Wohnung am Hambergersteig 2 befindet sich in einer grünen und gepflegten Liegenschaft. Das Wohnobjekt bietet Ihnen die folgenden Annehmlichkeiten:- Einbauschrank im Korridor- Wohn- und Esszimmer mit Parkettboden- abgeschlossene Küche mit Glaskeramikherd- Badezimmer mit Fenster - separates WC- Balkon- Keller- und Estrichabteil Der Bahnhof Tiefenbrunnen erreichen Sie in nur wenigen Gehminuten.Auch der Zürichsee sowie das Restaurant Lakeside, das Freibad Tiefenbrunnen sowie die Chinawiese sind nur wenige Gehminuten von Ihrem neuen Zuhause entfernt und bieten vielseitige Möglichkeiten zur Freizeitgestaltung.Haben wir Ihr Interesse geweckt?Dann zögern Sie nicht lange und kontaktieren Sie uns direkt im Inserat via ""Anbieter kontaktieren"", um die Besichtigungsinformationen zu erhalten.Wir freuen uns auf Ihre digitale Anmeldung nach der Besichtigung.",https://www.homegate.ch/mieten/3002286785
Individuelles Wohnen in Loft-Atmosphäre,3,3,164,"https://media2.homegate.ch/listings/wpi/3002233917/image/e08dbfe79b872a5ff65d3706c443ba36.jpg, https://media2.homegate.ch/listings/wpi/3002233917/image/ca01717130600ec4ec27f0d64d184d2c.jpg, https://media2.homegate.ch/listings/wpi/3002233917/image/b2c15d37f2197367b1ffcf30cd68d63e.jpg, https://media2.homegate.ch/listings/wpi/3002233917/image/64d6737f5bdc33c59500aa880e1ca8d8.jpg, https://media2.homegate.ch/listings/wpi/3002233917/image/e7dff824e7f838f790f856c541d7223d.jpg, https://media2.homegate.ch/listings/wpi/3002233917/image/e8d9da22d404212157dcb7d9a656d674.jpg, https://media2.homegate.ch/listings/wpi/3002233917/image/ef07101e65264b7f06c228b00d180f8e.jpg, https://media2.homegate.ch/listings/wpi/3002233917/image/75459d493796778c2734a7a9f2aeed65.jpg, https://media2.homegate.ch/listings/wpi/3002233917/image/be159b5366e3dd4af169ff220d699209.jpg, https://media2.homegate.ch/listings/wpi/3002233917/image/62294f473ece313c54686c15399cef1b.jpg",CH,Zürich,8008,,,47.359081,8.5529168,500,,,,300,6200,5900,,"Suchen Sie eine aussergewöhnliche Wohnung? Dann ist dieses Bijou im Loft-Style genau das Richtige. Vom Eingang bis zum Wohn- und Essbereich ist die rechte Seite komplett mit Spiegelschränken ausgebaut, wodurch die Wohnung grösser wirkt. Mit seiner Deckenhöhe von etwa drei Metern gleicht der Wohn- und Essbereich einem Tanzstudio. Bekochen Sie Ihre Gäste in der grosszügig ausgebauten Küche. Zudem besticht die Wohnung durch ihr spezielles Club-Ambiente: Das Badezimmer verfügt über einen Sternenhimmel, dunkelblaue Mosaikfliessen und eine weisse Marmorbadewanne mit Leuchtfunktion. Dank den zahlreichen Fenstern in alle Himmelsrichtungen ist die Wohnung lichtdurchflutet. Auf dem Balkon, der südlich ausgerichtet ist, geniessen Sie viele Sonnenstunden und einen Ausblick auf den See.Die Wohnung liegt unmittelbar am Bahnhof Tiefenbrunnen, mit direkten Verbindungen in alle relevanten Richtungen. Einkaufsmöglichkeiten, den See und das Strandbad erreichen Sie bequem zu Fuss, direkt vor der Haustüre gibt es diverse Restaurants. Zudem befindet sich im Erdgeschoss des Gebäudes eine Vinothek.",https://www.homegate.ch/mieten/3002233917
